post_title,post_url,comment,author,comment_score
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,"> Audiophiles probably aren’t too keen on being unable to listen to high-bitrate files. Ignoring issues of latency and connection robustness, is this a bandwidth limitation of Bluetooth or is it that the driver&#x2F;codec support isn't there? Or is it audiophile hyperbole? There's no technical reason why you couldn't stream lossless digital audio to a pair of headphones, which might well have a better DAC chipset than the phone.",joshvm,0
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,"No, it is not a good idea.  It actually is a massive pain in the butt for iPad labs where we issue headphones to keep the students from getting distracted with each other.  Now, the new iPads are rumored to not include the headphone jack.  That is just going to be wonderful buying a bunch of adapters that can get lost or stolen. Also, how the heck many things do I need a charger for now?  Its bad enough they created a mouse that cannot be used during charging because of the poor placement of the",protomyth,0
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,I've never met a Bluetooth device that connected and worked 100% of the time like wired headphones do. $10 headphones these days sound like $100 headphones from ten years ago. The technology has already peaked. There's no reason to spend more or to settle for a technology like Bluetooth that fails to work on a consistent basis. None whatsoever. I will never choose to buy a phone without a headphone jack because of that. It's that simple. Not to mention the low audio quality of Bluetooth. This is,mnm1,0
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,"Not for me. (Addressing the general industry trend) The way I see it, taking a feature away needs to be justified with some proportional advantage. The parts themselves are pretty cheap, so the only argument against the port is space. Apple did not use the space for anything useful (same battery , same features , more expensive). I have heard water proofing as an argument, but many manufacturers can do both & the jack is more useful than water proofing to me. As I see it, manufacturers took a aw",screye,0
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,"I think so.  3.5mm wasn't always a standard, it used to be 1&#x2F;4"".  3.5mm is a consumer standard, replacing it with Bluetooth makes more sense.  I say this as someone who does Pro Audio stuff, I just don't use bluetooth for that.  I've usually had to hook up a 3.5mm to 1&#x2F;4"" adapter for some headphones anyways.  I have a 48 channel patch bay everything's wired into.  Why would I complain about having to use a dongle to get non-latent audio for pro-purposes on my Phone seems a little absur",chairmanmow,0
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,"Absolutely no. The idea of introducing one universal connector standard itself sounds reasonable but it still is a way ahead of time. Nothing should be ""ditched"" before the new standard and its ecosystem matures (do you remember for how long did USB co-exist with COM&LPT and for how long did ISA slots co-exist with PCI? - that was good!). Also one port is not enough, I want to connect my wired headphones and a power bank to my cellphone at the same time without using any additional dongles! And ",qwerty456127,0
Was ditching the headphone jack a good idea?,https://news.ycombinator.com/item?id=17997487,"It’s a big red herring when someone tells you “I have high end headphones and need hp output”, or “I record my guitar into iPhone and need a jack”. - if you are really an audiophile you will have at least a Dragonfly or similar feeding your expensive cans off of USB. You would not use iPhone’s (previous) tiny dac&#x2F;amp. Also note that iPads still have a builtin DAC&#x2F;amp and that they are, in fact, really really good. - Same for music making on iPhone. You will have one of many audio inter",bnastic,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"(Created an account to post this) I downloaded the app on android and listened to a few songs on Spotify to find out what information was being sent. While the app is running, the app sends a HTTP (edit: HTTPS) request every time the track information changes or the volume changes.
When the track information changes it sends the artist, album and song name. When you change the volume it sends the new volume level. Every request includes standard meta-data such as * An _anonymous-id_ * Device ser",tomtalks,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Reading about spying headphones on website where video with sound starts automatically and continues to play when pressing pause (but jumps to right corner, just like hoaxes for Windows 95 where ""start"" button evaded mouse) — we're living in adtechpunk world.",ungzd,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Hmm, not pleased, we have two sets of the 35 earphones and I use the app - well, I have to, else I can't change some settings on the earphones. This is totally overstepping the boundaries of what earphones&#x2F;headphones should be doing.
Any company that collects my data and moves it from under my purview to theirs should have to display or expose this data in the exact form that it's collected to the user, so we can see exactly what it is. Not cool.",vr46,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Ok, this is DEFINITELY NOT cool (+ the fact I own those and I have the app installed). One small note of optimism (but not coming from Bose) is this: <a href=""http:&#x2F;&#x2F;imgur.com&#x2F;a&#x2F;ezLUi"" rel=""nofollow"">http:&#x2F;&#x2F;imgur.com&#x2F;a&#x2F;ezLUi</a> (i.e. the iOS on&#x2F;off setting for Background App Refresh - I have it globally off for the whole device, always). So I don't think once the app is not running that there's an easy&#x2F;Apple approved way for them to keep running",raspasov,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Leave a review, may help warn&#x2F;notify some 'normal' users about this. - <a href=""https:&#x2F;&#x2F;itunes.apple.com&#x2F;us&#x2F;app&#x2F;bose-connect&#x2F;id1046510029?mt=8"" rel=""nofollow"">https:&#x2F;&#x2F;itunes.apple.com&#x2F;us&#x2F;app&#x2F;bose-connect&#x2F;id1046510029?mt...</a> - <a href=""https:&#x2F;&#x2F;play.google.com&#x2F;store&#x2F;apps&#x2F;details?id=com.bose.monet&hl=en"" rel=""nofollow"">https:&#x2F;&#x2F;play.google.com&#x2F;store&#x2F;apps&#x2F;details?id=com.bose.monet...<",sandstrom,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"As an aside, who's idea was it at Fortune to have an autoplaying video that, when paused, starts playing again the moment you scroll down the page?!?",danbee,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Is anyone compiling a black-list of companies that implicitly charge users by quietly (or not-so-quietly) collecting their data? This is increasingly becoming the consumer protection issue of our time. A white-list of companies that do NOT do this could also be useful, especially as alternatives to companies on the black-list.",theseatoms,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"> According to the complaint, Bose ... shared it with ... Segment whose website offers to ""collect all or your customer customer data and send it anywhere."" Using Segment as an example of an evil destination for data shows that this reporter is under-qualified to cover this story.  I am not defending Bose here; just pointing out that the reporter doesn't exactly know the domain.",hashkb,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"I would understand it if the app were tracking how often the headphones were connected, when they were actually being used, or possibly even which app is playing audio (e.g. how much are the headphones being used for listening to music vs podcasts vs videogames) -- although this should all be done anonymously. But the idea that the app can detect which music or podcasts I'm listening to, and build a profile from that -- if true, that would be shocking. Can anyone answer, is that even possible vi",crazygringo,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"I live in Europe. Next year I and all other Europeans should be able to make a GDPR request for information to Bose and, at no cost, get a complete copy of all information Bose keeps on me. <a href=""https:&#x2F;&#x2F;ico.org.uk&#x2F;for-organisations&#x2F;data-protection-reform&#x2F;overview-of-the-gdpr&#x2F;individuals-rights&#x2F;the-right-of-access&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;ico.org.uk&#x2F;for-organisations&#x2F;data-protection-reform&#x2F;...</a>",draugadrotten,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Time to make a playlist full of songs with these names and see if you can crash Bose servers: <a href=""https:&#x2F;&#x2F;github.com&#x2F;minimaxir&#x2F;big-list-of-naughty-strings&#x2F;blob&#x2F;master&#x2F;blns.txt"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;minimaxir&#x2F;big-list-of-naughty-strings&#x2F;blo...</a>",cwkoss,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Their example of 'shared it with marketing companies, including a San Francisco firm called Segment whose website offers to ""collect all or your customer customer data and send it anywhere.""' Thats just an analytics provider.. I wonder if this claim is true, based on that example.  Bose could just be collecting app logins, crashes, looking for usability pain-points, etc.  Consulting agencies just throw that crap everywhere because it sounds good to a client.",siphor,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"This is increasingly more common. Companies building in data collection to products and marketing it as a 'feature'. Especially in cars manufacturers, who are openly offering to sell this data. The unsettling part is most customers don't seem to mind.",kirykl,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"wow! I own a couple of these headsets, and while I've never used the app (I don't feel the need to install an app for an headphone device thank you very much), I'm disappointed in Bose. Does anyone know any other headphone manufacturer that's got as good a sound + build quality as Bose?",ohstopitu,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"So what are the chances this never goes anywhere thanks to a clickwrap EULA that's shoved into your face in 3pt font the moment the app starts? ""Well, your honor, he agreed..""",Karunamon,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"What I think would be interesting is: what if a company like this made an app like this, but then clearly stated to users that it'd be collecting data on them and sending it to marketers?  They could even pitch it as helping to keep prices ""low"".  How much would this hurt sales?  Would it even hurt sales at all?  Given the proliferation of ""smart TVs"" and various IoT devices, I'm extremely skeptical that a company would experience any decrease in sales by simply being honest about their collecti",Arizhel,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,I have the 35s. How does one get in on signing the class action? Or can you only do this after it has gone to trial and has gone in favor of plaintiff?,rynop,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Disgusting... I just deleted the app, however I hadn't opened it for a while, anyone know &#x2F; can guess if it had still been sending stuff out (e.g. as a background process of some sort)?",codeisawesome,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Timely, considering I was just thinking about buying a Q35 tonight. (Oh who am I kidding, I'm probably still going to do it). I'm curious if anyone knows a way to temporarily disable&#x2F;enable apps without having to uninstall them. Android used to have a ""Disable"" button in the App Manager, but my current 6.0.1 phone isn't showing that for any apps. Am I missing something?",burntwater,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Just checked in the app, and they're very clear that they collect data and share it with 3rd parties.",thisisnotanexit,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Not surprised - I just assume every company that has my data which explicitly says it does not sell your data does. A side note: One day I noticed the gps icon on my iphone was lighting up one evening even through non of the apps were using it. I opened up the app drawer to see which app was using it and it was Outlook. I immediately deleted the app and then I saw another app without gps permissions access it..
I got goosebumps immediately and powered off my phone. Without a doubt in my mind I b",prisonerOfwar75,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Avoid Bose headphones because they're overpriced and riding off brand recognition. Avoid """"""""smart"""""""" devices made by hardware manufacturers because hardware manufacturers don't know how to write software. While I sympathize for the people who are affected by this, everyone should really avoid buying such manifestly bad products in the first place. We should really be doing our best to avoid ""smart"" TVs, ""smart"" headphones, and other superfluous and poorly done computerization.",wyager,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"Brand loyalty can be tough. As an outsider to Bose, but a Sennheiser fan, that feeling of finding out you were not getting a fair deal in this case is pretty bad. Bummer.",6stringmerc,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"I haven't downloaded the app, does that mean that I was not ""spied"" on? Is there any indication that Bose could collect data w&#x2F;o use of the app?",40acres,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"I own both the headphones and the speaker mentioned in the article and have the app installed. It's a sad reflection on the state of privacy, but my first reaction to reading the article was getting excited about possible class action $$. Data collection like this is so commonplace nowadays its hard to be surprised. Still disappointed in Bose though.",wbraun,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,Lawyerly people - the class action lawsuit defines the class as restricted to customers who bought their headphones in the United States. Are there rules that prevent a US class action from including non-American customers? How hard would it be to commence a similar class action outside the US?,ajdlinux,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"I deleted the app based on this allegation. However, can some explain to me how this differs from other app analytics? Or, is the main issue that they failed to disclose this data collection and failed to offer an ""opt out"" toggle in settings?",intopieces,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"I skimmed the document but I didn't see any proxied traffic, packet traces or other evidence. What am I missing? Is it normal to file a class-action lawsuit like this without a giant pile of forensic evidence?",robterrell,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,"For those that missed it, a representative from one of the other companies named in the suit helpfully dropped in to provide additional context on their company's part in this. It even had a super positive ""happy to answer ... questions"" attitude. It was deleted in a few minutes as they realized how poorly that was going to turn out. The reaction wasn't unexpected. Especially since, while they were supposedly not directly purchasing or selling the data, they did help collect the data that Bose a",justabystander,0
"Bose Headphones Spy on Users, Lawsuit Says",https://news.ycombinator.com/item?id=14148145,So is this only if you're using the app it's able to build a profile?  I love these headphones but I believe I only ran the app the first time I used them to pair it,kspy,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"The outcome : ""The court dismissed Zak’s novel wiretap and eavesdropping claims, writing that the complaint failed to adequately allege that Bose is not a party to communication, as is necessary for violations of these statutes. “ … [T]he relevant inquiry,” the court wrote, “is whether the defendant is a participant in the conversation, as opposed to a nonparticipant that uses other means to gain access to – i.e., intercept – the communication.” Bose wasn’t an intruding third party, so this line",Ice_cream_suit,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,This is exactly why I refuse to use an app for setting up hardware. Bose pushes really hard to get you to use an app for something that really doesn't require an app.,tty2300,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"If you start the app (Bose Connect, iOS), there's a setting called ""Privacy Policy & Settings"". There's one option there, which disables ""Share data with Bose"". I'm not saying that everyone will find it, but at least it's a solution for people that read Hacker News and wants to keep using the app.",EmilStenstrom,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,Why do people build great companies then do unnecessary things to destroy them just for a few more dollars,tr33house,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,It is worth pointing out that MIT owns Bose. 100%. Omar Bose left it to MIT in his will. He would be rolling in his grave if he saw what MIT was doing with it.,gffg,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,Why should one need an app to control their headphones? Give me hardware interface to control the functions.,loki2005,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"I've used QuietComfort (25) in past, I've never heard of any app that was available to configure it.",leowoo91,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,I'd be fascinated to see whether a similar degree of monitoring is going on in a post-GDPR context. A data request should return everything as Bose is an EU based firm with some customers within the EU surely?,readparryrepost,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"I have Bose QC35 and personally I think that app is great because:
1) you can select the level of noise cancellation, and I found that I appreciate more having a low level NC a part from when I am on a flight where I use high NC
2) you can select 2 devices to pair at the same time, having 2 laptops and my iPhone at work is great to be able to switch with an app That said, these two actions do not require to collect users data..so they should stop doing that without users’ consent",cecicasa,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"The court’s opinion and order:
<a href=""https:&#x2F;&#x2F;f.datasrvr.com&#x2F;fr1&#x2F;319&#x2F;48563&#x2F;Bose_Memo_and_Order.pdf"" rel=""nofollow"">https:&#x2F;&#x2F;f.datasrvr.com&#x2F;fr1&#x2F;319&#x2F;48563&#x2F;Bose_Memo_and_Order.pdf</a>.",JumpCrisscross,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,It looks as if there are quite a few Bose-made apps available for download in in the EU. Feels like a clears GDPR violation without active consent,Angostura,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,New marketing strategy: Bose &#x2F;&#x2F; We Listen to our Customers,neon_me,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"Will there be similar consequences for Bose, as for Huawei? Like companies stopping dealing with them, Google revoking software licenses? Or if it is an American manufacturer, then it's ok to spy?",codedokode,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,This is from 2017. IIRC it was quite widely reported then as well.,whatgoodisaroad,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,Needs a (2017),cbluth,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"I agree that this is quite shady, but they require your explicit permission when you enable music sharing.
My QC35s are great btw.",woofwoofwoof,0
Bose headphones spy on listeners: lawsuit (2017),https://news.ycombinator.com/item?id=20013616,"Clearly this man is seeking a fat settlement but this kind of behavior by Bose is indeed sleazy, even if it is mentioned in the small print most people wouldn’t expect that and read it.",tinus_hn,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"The ""being watched"" feeling is the big one for me. I don't mind wearing headphones because I love listening to music and I don't listen to it that loudly, but the sensation of feeling someone's eyes on you (to catch you on the split second you've refreshed reddit or facebook or something) is incredibly profound on the time it takes to zone into zen mode. Anecdotally funnily enough, the opposite seems to happen for me when I am pair programming: each person keeps the other in focus, but obviously",darylteo,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"At age 32 my hearing is apparently at the level of a 66 year old. I'm not much of a concert attender nor drug user so the only real explanation the doctor could give for my disappointing audiogram was my habit of regularly working with headphones on (I always took care of moderate volume, mind you). I wasn't expecting this result at all, I actually thought my hearing was perfect but hearing loss starts at the highest frequencies and continues to the lower frequencies exponentially. The route tow",hoggle,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"The rules of thumb about ""60% of maximum volume for 60 minutes"" and ""if you can't hear your surroundings, it's too loud"" are nonsense. Dangerous volume settings depend on a headphone's sensitivity, the output device power, the headphone's isolation ability, and the recording. These parameters vary. Wildly. A well-fitting isolating IEM can slice off 25dB of noise, more than enough to (mostly) eliminate background conversation noise at any location short of a hip restaurant. These IEMs tend to be ",gcv,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I'm not sure that employers that have open plan offices are actually ""clueless"". It apparently works well enough that they don't mind the productively hit. I think it is easier for developers to believe that their employers are clueless than to believe the truth - that they've weighed that costs and decided that disrespecting developers is worth the cost savings. The open plan office sends the message: ""To us, you're not a thinker [we have management for that!], you're just an expensive typist.""",chrisbennet,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Is it time to get depressed yet?  This has been a topic for such a long time.  It was in people ware in 1987.  I thought I discovered the topic when Joel (On Sofware) wrote about it in 2000.  While a few people seem to enjoy open offices, the overwhelming majority of developers I know, or who chime in on HN, value a quiet place to work and dislike open offices. And yet, not only has nothing changed, it seems to be getting worse.  It couldn't be more clear to me that developers, at least on this ",geebee,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,I used to use construction 'headphones'.  They do nothing but dampen outside noise - no music.  It's a pretty good solution ... but a solution to a stupid problem because the right solution is more productive working conditions.,AdamN,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Another seemingly imperceptible disruption is vibration, ie ""physical noise"". I had the bottom-of-the-totem-pole pleasure of having the (open) office space right by the restroom, kitchen, and coffee machine. The major noises were not the main problem; the problem was the stress of people beelining for either of the three with the felicity of an elephant stampede. Add to this office congestion the pleasure of a female stampede of high heels or male Italian shoes. Which is not to say that a coffee",kmfrk,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"As several commentors have mentioned, in ear monitor (IEM) type headphones have pretty good sound isolation properties. It's important to note that active noise cancelling (ANC) headphones increase the total sound pressure on your ear drums, while IEMs decrease it, overall. With ANC headphones, you have the environmental sound pressure added to the cancellation signal (which cancels according to perception, not according to physics) added to the pressure of your music. This tends to make them fa",wcunning,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Use noise-attenuating headphones rather than noise-cancelling headphones. A pair of properly fitted IEMs or a good pair of closed headphones will reduce background noise by ~25dB simply by providing a physical barrier to noise. The distracting effects of music largely disappear if you listen to repetitive instrumental music - house or ambient music is ideal for this. If you're concerned about noise-related hearing loss, Canford produce a range of high-quality headphones with integrated limiters.",jdietrich,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I hope the open office trend dies soon. I've been to some swanky open offices with awesome perks but there are all designed to keep you in the office. I would not trade any of it for my current setup.
I work from my home office and travel to a nearby coworking space to get an occasional dose of water-cooler level of human interaction.",GBond,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"> Physical Hearing Damage That's the one that does me in. Not because headphones cause ongoing damage, but because my ears have been damaged by several rounds of tympanic perforations and ear infections since I was a wee one. From these I retain  (amongst a number of other issues though thankfully almost no loss of hearing) a serious inability to wear any kind of headphones for more than 10~15mn: past that and it starts to feel like I'm getting needles jabbed through the eardrum and scraping aro",masklinn,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,Interesting question: How many companies who use open offices style floorplans have executives who still have their own offices? Maybe this is just another permutation of the out of touch boss problem. Nothing makes it harder to understand the downfalls of an open office than not working in one yourself.,vtlynch,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I'm convinced that the ideal layout for developers is single offices, with doors, big enough for pair programming. Anything else is wasting developer attention and the opportunities for collaboration enabled while being in close proximity.",mcculley,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I HATE open offices, but man is this article full of absolute nonsense.  I mean that in a very literal way -- it has lots of stuff that can not be made sense of because it lacks context or any actual meaning. > I stress to my patients and the parents of my patients that if you can’t hear anything going on around you when listening to headphones, the decibel level is too high. This is just stupid.  It ignores type of headphone entirely.  IEMs like the ER-4P (<a href=""https:&#x2F;&#x2F;www.etymoti",MetaCosm,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"As someone with a life long case of VERY serious, diagnosed, and treated ADHD, one that is exacerbated by noise (I also have an auditory processing disorder); I often feel I have to take myself out of the running for any job in an open plan office. Theoretically the Americans with Disabilities Act would allow me to ask for accommodation for this. Practically speaking, my coaches tell me never to ask for it, as employers don't get it and think you're making excuses. But the fact is, I do have a d",melindajb,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913," <pre><code>  ""[Noise Cancelling Headphones] So while it may work to cancel the noise
  of your office air conditioner, it’s powerless against the voices of your co-workers
  (the real noise you’d want to cancel in an office environment).""
</code></pre>
Um, this doesn't match my experience at all. My Bose noise cancelling headphones[1] are really effective at cancelling conversations. Not completely cancelling mind you, but All-But-Cancelling. You are playing music then too which further removes",tezza,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Wear earplugs and then put your over the ears headphones over them. The sound of your music should still get through (mostly from around the ear, through your skull). I do that with classical music and it makes the music sounds like it's coming from very far. It's very zen. Like sitting in the void while having music come to you from a distant area.",Raphmedia,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,> Side Note: Noise-Cancelling Headphones What I've seen done by e-sports events such as WCS is to use earphones in combination with mufflers[1] to cut out the live spectator noise - yes the ones they use on a rifle range. I can vouch that such a solution works as my room mate in residence would watch series up until ungodly hours of the morning: wearing no-name rifle range ear mufflers eliminated enough (broad-spectrum) noise to allow me to sleep with no issues whatsoever; I would assume it woul,zamalek,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"""There are permanent physical consequences from prolonged headphone use. The effects accrue gradually, and as such people don’t notice that it’s happening."" You don't have to actually drown out the ambient noise; you just have to put enough sound that you control into it such that your brain is lulled into ignoring the totality of sound around you. ""People conflate the positive psychological effects of creating a cocoon of their favorite sounds in an environment of noise they can’t control with ",kstenerud,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I've found Music for Programming's mixes to be pretty good. <a href=""http:&#x2F;&#x2F;musicforprogramming.net&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;musicforprogramming.net&#x2F;</a> Dream Chimney's mixes on soundcloud also. <a href=""https:&#x2F;&#x2F;soundcloud.com&#x2F;the-dream-chimney"" rel=""nofollow"">https:&#x2F;&#x2F;soundcloud.com&#x2F;the-dream-chimney</a> In general, something classical, ambient, or minimal techno fits the bill.",dbcooper,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I'm personally more or less a fan of open offices, but the noise really is a problem and unfortunate -- I wish the social convention were to treat an open office like a library, and louder conversations happened in private offices. In the meantime, I find that using ear-plugging headphones alone with some ear-muffs (for like construction work) over the top of the head, without actual music, is reasonably effective at stopping sound.",dilap,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Just leaving this here: <a href=""https:&#x2F;&#x2F;www.somewhere.com&#x2F;suttree&#x2F;sparks&#x2F;30629"" rel=""nofollow"">https:&#x2F;&#x2F;www.somewhere.com&#x2F;suttree&#x2F;sparks&#x2F;30629</a> The Isolator device looks amazing, better than headphones.",suttree,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"this quote is basically it:  Music Is Distracting So, as someone who was taught from a young age that only one medium at one time was allowed, open plan offices are a pain in the tits for me. I used to sit next to a bloke who play wonderful music, but it never stopped. Trying to debug anything complex was impossible. Ultimately the only real way I could get round it was to use these: <a href=""http:&#x2F;&#x2F;www.koss.com&#x2F;en&#x2F;products&#x2F;headphones&#x2F;full_size_headphones&#x2F;QZ99_",KaiserPro,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I work in a 4 people office and already feel it's too noisy, too many people walking behind me etc. Maybe other people are smarter than me, but for me it's not a work environment if I should develop software. But my pay is not connected to my performance so I don't have much to complain about.",erikb,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Bring back the cubicles. Open offices are done not for collaboration and openness, but done to save money",paulpauper,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"""Just wear headphones"" is the new ""Just hit delete.""",mfringel,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I completely agree, especially about the feeling of vulnerability. It's apparently something that not everyone experiences, but there's no way I'm going to wear something that removes my ability to hear someone walking up behind me.",kylec,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"I've carefully tuned my use of headphones and music to my preferences and to minimize distractions. Here's my list: <pre><code>    1. Earbuds that block sound, or over-the-ear headphones that block sound
    2. Nothing with lyrics. Voices are distracting. I'm really just here for the
       noise that's not other humans having a conversation.
    3. Use a streaming service that tailors the music to my preferences. 
       Pandora was my favorite, but I'm currently on Spotify. I don't have to 
  ",delinka,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"Hearing ""just wear headphones"" would mean I'd resign the same day.",kyberias,0
Just Wear Headphones,https://news.ycombinator.com/item?id=9757913,"> Music is Distracting Sometimes, the right kind of distraction is good. Even if having no distractions gives me the opportunity to have acute concentration on the subject, in practice, having the right kinds of distractions really do help me reach peak productivity. If I don't have music or background noise of some kind, my mind wanders and I never really reach that ""acute concentration"" point anyways. But I work best with the right kind of music -- or even a TV show that's just interesting eno",mcdougle,0
Fairbuds XL review: noise-cancelling headphones you can fix,https://news.ycombinator.com/item?id=35900369,"The ""sustainable"" and ""environment friendly"" choice for headphones are wired headphones that are built like a brick. A good pair will last basically forever. Of course that isn't the market these headphones are in, but that's also the problem. New bluetooth standard? New advances in noise-cancellation? You won't get them. Even if these headphones are great (which I doubt) they're still destined for the garbage heap. Wireless headphones last a couple of years, where wired headphones last decades.",gizmo,0
